symbol,name,reportDate,fiscalDateEnding,estimate,currency
MSBI,Midland States Bancorp Inc,2022-01-26,2021-12-31,0.86,USD
MSC,Studio City International Holdings Ltd,2022-02-23,2021-12-31,,USD
MSCI,MSCI Inc,2022-01-26,2021-12-31,2.47,USD
MSEX,Middlesex Water Company,2022-02-23,2021-12-31,0.52,USD
MSFT,Microsoft Corporation,2022-01-24,2021-12-31,2.31,USD
MSGE,Madison Square Garden Entertainment Corp - Class A,2022-02-10,2021-12-31,1.05,USD
MSGN,MSGN,2022-02-02,2021-12-31,,USD
MSGS,Madison Square Garden Sports Corp - Class A,2022-02-01,2021-12-31,,USD
MSI,Motorola Solutions Inc,2022-02-02,2021-12-31,2.74,USD
MSM,MSC Industrial Direct Co. Inc - Class A,2021-12-22,2021-11-30,1.2,USD
MSN,Emerson Radio Corp,2022-02-14,2021-12-31,,USD
MSON,Misonix Inc,2022-02-02,2021-12-31,,USD
MSTR,Microstrategy Inc - Class A,2022-01-26,2021-12-31,1.53,USD
MSVB,Mid-Southern Bancorp Inc,2022-02-21,2021-12-31,,USD
MTB,M & T Bank Corp,2022-01-19,2021-12-31,2.31,USD
MTCH,Match Group Inc - New,2022-01-31,2021-12-31,0.54,USD
MTD,Mettler-Toledo International Inc,2022-02-02,2021-12-31,10.08,USD
MTDR,Matador Resources Company,2022-02-21,2021-12-31,1.16,USD
MTG,MGIC Investment Corp,2022-02-21,2021-12-31,0.44,USD
MTH,Meritage Homes Corp,2022-01-25,2021-12-31,6.07,USD
MTN,Vail Resorts Inc,2021-12-09,2021-10-31,-3.63,USD
MTOR,Meritor Inc,2022-02-01,2021-12-31,0.61,USD
MTRAF,MTRAF,2022-01-24,2021-12-31,,USD
MTRN,Materion Corp,2022-02-16,2021-12-31,1.03,USD
MTRX,Matrix Service Company,2022-02-07,2021-12-31,-0.26,USD
MTSC,MTSC,2021-12-13,2021-09-30,,USD
MTSI,MACOM Technology Solutions Holdings Inc,2022-01-26,2021-12-31,0.62,USD
MTW,Manitowoc Co. Inc,2022-02-07,2021-12-31,0.08,USD
MTX,Minerals Technologies Inc,2022-02-02,2021-12-31,1.22,USD
MTYFF,MTYFF,2022-02-16,2021-11-30,,USD
MTZ,Mastec Inc,2022-02-23,2021-12-31,1.32,USD
MU,Micron Technology Inc,2021-12-20,2021-11-30,2.1,USD
MUR,Murphy Oil Corp,2022-01-26,2021-12-31,0.44,USD
MUSA,Murphy USA Inc,2022-02-01,2021-12-31,2.04,USD
MVBF,MVB Financial Corp,2022-02-16,2021-12-31,0.29,USD
MVEN,MVEN,2022-02-10,2021-12-31,,USD
MVLY,MVLY,2022-01-26,2021-12-31,,USD
MWA,Mueller Water Products Inc - Series A,2022-02-01,2021-12-31,0.09,USD
MX,MagnaChip Semiconductor Corp,2022-02-15,2021-12-31,0.36,USD
MXC,Mexco Energy Corp,2022-02-08,2021-12-31,,USD
MXIM,MXIM,2022-01-24,2021-12-31,,USD
MXL,MaxLinear Inc,2022-02-01,2021-12-31,0.84,USD
MYFW,First Western Financial Inc,2022-01-26,2021-12-31,0.68,USD
MYGN,Myriad Genetics Inc,2022-02-21,2021-12-31,-0.01,USD
MYOV,Myovant Sciences Ltd,2022-02-09,2021-12-31,-0.56,USD
MYTE,MYT Netherlands Parent BV,2022-02-23,2021-12-31,,EUR
NAII,Natural Alternatives International Inc,2022-02-07,2021-12-31,,USD
NASB,NASB,2021-12-13,2021-09-30,,USD
NASB,NASB,2022-02-07,2021-12-31,,USD
NAT,Nordic American Tankers Ltd,2022-02-24,2021-12-31,,USD
NATH,Nathan`s Famous Inc,2022-02-03,2021-12-31,,USD
NATI,National Instruments Corp,2022-01-03,2021-12-31,0.2,USD
NAV,NAV,2021-12-15,2021-10-31,,USD
NAVI,Navient Corp,2022-01-24,2021-12-31,0.85,USD
NBHC,National Bank Holdings Corp - Class A,2022-01-19,2021-12-31,0.61,USD
NBIX,Neurocrine Biosciences Inc,2022-02-02,2021-12-31,0.58,USD
NBLX,NBLX,2022-02-10,2021-12-31,,USD
NBN,Northeast Bank,2022-01-25,2021-12-31,1.34,USD
NBR,Nabors Industries Ltd,2022-02-21,2021-12-31,-12.16,USD
NBSE,NeuBase Therapeutics Inc,2021-12-21,2021-09-30,-0.23,USD
NBSE,NeuBase Therapeutics Inc,2022-02-09,2021-12-31,,USD
NBTB,NBT Bancorp. Inc,2022-01-25,2021-12-31,0.83,USD
NCBS,Nicolet Bankshares Inc,2022-01-17,2021-12-31,1.27,USD
NCLH,Norwegian Cruise Line Holdings Ltd,2022-02-23,2021-12-31,-1.6,USD
NCNO,Ncino Inc,2021-12-01,2021-10-31,-0.06,USD
NCPL,NCPL,2021-12-13,2021-10-31,,USD
NCR,NCR Corp,2022-02-07,2021-12-31,0.72,USD
NDAQ,Nasdaq Inc - 144A,2022-01-25,2021-12-31,1.71,USD
NDLS,Noodles & Company - Class A,2022-02-23,2021-12-31,0.08,USD
NDSN,Nordson Corp,2021-12-15,2021-10-31,2.09,USD
NDSN,Nordson Corp,2022-02-21,2022-01-31,,USD
NECB,NorthEast Community Bancorp Inc,2022-02-01,2021-12-31,0.22,USD
NEE,NextEra Energy Inc,2022-01-24,2021-12-31,0.4,USD
NEM,Newmont Corp,2022-02-16,2021-12-31,1.12,USD
NEO,Neogenomics Inc,2022-02-22,2021-12-31,-0.14,USD
NEOG,Neogen Corp,2021-12-20,2021-11-30,0.17,USD
NEP,NextEra Energy Partners LP,2022-01-24,2021-12-31,0.31,USD
NEPT,Neptune Wellness Solutions Inc,2022-02-14,2021-12-31,-0.06,CAD
NET,Cloudflare Inc - Class A,2022-02-09,2021-12-31,-0.01,USD
NETI,Eneti Inc,2022-01-31,2021-12-31,,USD
NEU,NewMarket Corp,2022-02-01,2021-12-31,,USD
NEWP,New Pacific Metals Corp - New,2022-02-10,2021-12-31,,USD
NEWR,New Relic Inc,2022-02-02,2021-12-31,-0.15,USD
NEX,NexTier Oilfield Solutions Inc,2022-02-14,2021-12-31,-0.05,USD
NEXA,Nexa Resources S.A.,2022-02-10,2021-12-31,0.34,USD
NEXJF,NEXJF,2022-02-16,2021-12-31,,CAD
NFBK,Northfield Bancorp Inc,2022-01-25,2021-12-31,0.31,USD
NFG,National Fuel Gas Company,2022-02-02,2021-12-31,1.3,USD
NFLX,NetFlix Inc,2022-01-17,2021-12-31,0.82,USD
NG,Novagold Resources Inc,2022-01-25,2021-11-30,-0.03,USD
NGD,New Gold Inc,2022-02-16,2021-12-31,0.05,USD
NGL,NGL Energy Partners LP,2022-02-07,2021-12-31,0.16,USD
NGVC,Natural Grocers by Vitamin Cottage Inc,2022-02-02,2021-12-31,,USD
NGVT,Ingevity Corp,2022-02-08,2021-12-31,0.75,USD
NH,NantHealth Inc,2022-02-23,2021-12-31,-0.08,USD
NHC,National Healthcare Corp,2022-02-17,2021-12-31,,USD
NHI,National Health Investors Inc,2022-02-21,2021-12-31,1.04,USD
NHTC,Natural Health Trends Corp,2022-02-08,2021-12-31,,USD
NI,Nisource Inc (Holding Co.),2022-02-15,2021-12-31,0.37,USD
NICK,Nicholas Financial Inc,2022-02-01,2021-12-31,,USD
NIDB,NIDB,2022-02-03,2021-12-31,,USD
NINOF,NINOF,2022-02-02,2021-12-31,,USD
NIU,Niu Technologies,2022-01-05,2021-12-31,,USD
NJR,New Jersey Resources Corporation,2022-02-02,2021-12-31,0.76,USD
NKE,Nike Inc - Class B,2021-12-21,2021-11-30,0.63,USD
NKLA,Nikola Corporation,2022-02-23,2021-12-31,-0.31,USD
NKSH,National Bankshares Inc,2022-02-02,2021-12-31,0.78,USD
NKTR,Nektar Therapeutics,2022-02-23,2021-12-31,-0.82,USD
NLOK,NortonLifeLock Inc,2022-02-02,2022-01-31,0.43,USD
NLS,Nautilus Inc,2022-02-21,2021-12-31,-0.5,USD
NLSN,Nielsen Holdings plc,2022-02-23,2021-12-31,0.36,USD
NLY,Annaly Capital Management Inc,2022-02-08,2021-12-31,0.26,USD
NMFC,New Mountain Finance Corp,2022-02-22,2021-12-31,0.3,USD
NMIH,NMI Holdings Inc - Class A,2022-02-14,2021-12-31,0.71,USD
NMRD,Nemaura Medical Inc,2022-02-14,2021-12-31,-0.11,USD
NMRK,Newmark Group Inc - Class A,2022-02-16,2021-12-31,0.52,USD
NNI,Nelnet Inc - Class A,2022-02-23,2021-12-31,2.29,USD
NNN,National Retail Properties Inc,2022-02-09,2021-12-31,0.41,USD
NNWWF,NNWWF,2021-12-08,2021-10-31,,USD
NOA,North American Construction Group Ltd,2022-02-15,2021-12-31,0.45,USD
NOC,Northrop Grumman Corp,2022-01-26,2021-12-31,5.97,USD
NOMD,Nomad Foods Ltd,2022-02-23,2021-12-31,0.36,USD
NOTV,Inotiv Inc,2021-12-20,2021-09-30,-0.15,USD
NOTV,Inotiv Inc,2022-02-07,2021-12-31,,USD
NOV,NOV Inc,2022-02-02,2021-12-31,-0.03,USD
NOVA,Sunnova Energy International Inc,2022-02-22,2021-12-31,-0.13,USD
NOVN,Novan Inc,2022-02-23,2021-12-31,-0.42,USD
NOW,ServiceNow Inc,2022-01-25,2021-12-31,1.43,USD
NP,Neenah Inc,2022-02-15,2021-12-31,0.57,USD
NPIFF,NPIFF,2022-02-21,2021-12-31,,USD
NPK,National Presto Industries Inc,2022-02-17,2021-12-31,,USD
NPO,EnPro Industries Inc,2022-02-22,2021-12-31,1.13,USD
NPPTF,NPPTF,2021-12-27,2021-11-30,,USD
NPTN,NeoPhotonics Corporation,2022-02-23,2021-12-31,0.07,USD
NR,Newpark Resources Inc,2022-02-09,2021-12-31,-0.01,USD
NRC,National Research Corp,2022-02-07,2021-12-31,,USD
NREF,NexPoint Real Estate Finance Inc,2022-02-16,2021-12-31,0.56,USD
NRIM,Northrim Bancorp Inc,2022-01-31,2021-12-31,1.38,USD
NRIX,Nurix Therapeutics Inc,2022-02-14,2021-11-30,-0.69,USD
NRT,North European Oil Royalty Trust,2022-02-10,2022-01-31,,USD
NRZ,New Residential Investment Corp,2022-02-07,2021-12-31,0.37,USD
NS,Nustar Energy L P,2022-02-02,2021-12-31,0.24,USD
NSA,National Storage Affiliates Trust,2022-02-21,2021-12-31,0.24,USD
NSC,Norfolk Southern Corp,2022-01-25,2021-12-31,3.1,USD
NSCIF,NSCIF,2022-02-21,2021-12-31,,USD
NSEC,National Security Group Inc,2022-02-24,2021-12-31,,USD
NSIT,Insight Enterprises Inc,2022-02-09,2021-12-31,1.98,USD
NSP,Insperity Inc,2022-02-09,2021-12-31,0.74,USD
NSR,NeuStar Inc,2022-02-16,2021-12-31,,USD
NSRXF,NSRXF,2022-02-16,2021-12-31,,USD
NSSC,NAPCO Security Technologies Inc,2022-02-07,2021-12-31,0.19,USD
NSTG,Nanostring Technologies Inc,2022-02-24,2021-12-31,-0.6,USD
NTAP,Netapp Inc,2021-11-30,2021-10-31,1.21,USD
NTAP,Netapp Inc,2022-02-23,2022-01-31,,USD
NTB,Bank of N T Butterfield & Son Ltd,2022-02-08,2021-12-31,0.81,USD
NTCT,Netscout Systems Inc,2022-01-26,2021-12-31,0.62,USD
NTES,NetEase Inc,2022-02-23,2021-12-31,1.05,CNY
NTGR,Netgear Inc,2022-02-01,2021-12-31,0.79,USD
NTIC,Northern Technologies International Corp,2022-01-05,2021-11-30,0.18,USD
NTIOF,NTIOF,2021-12-01,2021-10-31,1.76,CAD
NTIOF,NTIOF,2022-02-22,2022-01-31,,CAD
NTLA,Intellia Therapeutics Inc,2022-02-23,2021-12-31,-0.93,USD
NTNX,Nutanix Inc - Class A,2022-02-22,2022-01-31,-0.18,USD
NTP,Nam Tai Property Inc,2022-01-31,2021-12-31,,USD
NTR,Nutrien Ltd,2022-02-15,2021-12-31,2.24,USD
NTRA,Natera Inc,2022-02-23,2021-12-31,-1.33,USD
NTRS,Northern Trust Corp,2022-01-19,2021-12-31,1.81,USD
NTSFF,NTSFF,2021-12-08,2021-09-30,,CAD
NTSFF,NTSFF,2022-02-09,2021-12-31,,CAD
NTTNP,NTTNP,2022-02-24,2021-12-31,,USD
NTUS,Natus Medical Inc,2022-02-23,2021-12-31,0.44,USD
NTWK,Netsol Technologies Inc,2022-02-14,2021-12-31,,USD
NUAN,Nuance Communications Inc,2022-02-07,2021-12-31,0.22,USD
NUE,Nucor Corp,2022-01-26,2021-12-31,7.49,USD
NURO,Neurometrix Inc,2022-01-26,2021-12-31,,USD
NUS,Nu Skin Enterprises Inc - Class A,2022-02-08,2021-12-31,0.94,USD
NUVA,Nuvasive Inc,2022-02-23,2021-12-31,0.49,USD
NVCR,NovoCure Ltd,2022-02-23,2021-12-31,-0.1,USD
NVDA,NVIDIA Corp,2022-02-22,2022-01-31,1.22,USD
NVEC,NVE Corp,2022-01-15,2021-12-31,,USD
NVGS,Navigator Holdings Ltd,2021-11-29,2021-09-30,0.06,USD
NVMI,Nova Ltd,2022-02-16,2021-12-31,1.05,USD
NVOS,Novo Integrated Sciences Inc,2021-12-07,2021-11-30,,USD
NVR,NVR Inc,2022-01-26,2021-12-31,97.49,USD
NVRO,Nevro Corp,2022-02-22,2021-12-31,-0.87,USD
NVST,Envista Holdings Corp,2022-02-08,2021-12-31,0.44,USD
NVT,nVent Electric plc,2022-02-07,2021-12-31,0.48,USD
NVTA,Invitae Corp,2022-02-15,2021-12-31,-0.73,USD
NWBI,Northwest Bancshares Inc,2022-01-24,2021-12-31,0.22,USD
NWE,Northwestern Corp,2022-02-09,2021-12-31,1.09,USD
NWFL,Norwood Financial Corp,2022-01-25,2021-12-31,,USD
NWHM,NWHM,2022-02-09,2021-12-31,,USD
NWL,Newell Brands Inc,2022-02-10,2021-12-31,0.33,USD
NWN,Northwest Natural Holding Company,2022-02-24,2021-12-31,1.27,USD
NWSA,News Corp - Class A,2022-02-02,2021-12-31,0.3,USD
NWVCF,NWVCF,2021-12-20,2021-09-30,,USD
NWVCF,NWVCF,2022-02-24,2021-12-31,,USD
NWYF,NWYF,2022-01-27,2021-12-31,,USD
NX,Quanex Building Products Corp,2021-12-08,2021-10-31,0.53,USD
NXGN,NextGen Healthcare Inc,2022-01-25,2021-12-31,0.21,USD
NXGWF,NXGWF,2022-01-10,2021-12-31,,USD
NXPI,NXP Semiconductors NV,2022-01-31,2021-12-31,3,USD
NXRT,NexPoint Residential Trust Inc,2022-02-14,2021-12-31,-0.25,USD
NXST,Nexstar Media Group Inc - Class A,2022-02-21,2021-12-31,4.96,USD
NYCB,New York Community Bancorp Inc,2022-01-25,2021-12-31,0.31,USD
NYMT,New York Mortgage Trust Inc,2022-02-22,2021-12-31,0.11,USD
NYT,New York Times Co. - Class A,2022-02-02,2021-12-31,0.3,USD
O,Realty Income Corp,2022-02-21,2021-12-31,0.38,USD
OAS,Oasis Petroleum Inc - New,2022-02-22,2021-12-31,5.33,USD
OBGRF,OBGRF,2022-02-08,2021-12-31,,USD
OBNK,Origin Bancorp Inc,2022-01-25,2021-12-31,0.94,USD
OC,Owens Corning,2022-02-15,2021-12-31,1.91,USD
OCC,Optical Cable Corp,2021-12-20,2021-10-31,,USD
OCFC,OceanFirst Financial Corp,2022-01-26,2021-12-31,0.44,USD
OCFT,Oneconnect Financial Technology Co Ltd,2022-01-31,2021-12-31,-0.1,USD
OCN,Ocwen Financial Corp,2022-02-08,2021-12-31,1.43,USD
OCSL,Oaktree Specialty Lending Corp,2022-02-02,2021-12-31,0.16,USD
ODC,Oil-Dri Corp Of America,2021-12-07,2021-10-31,,USD
ODFL,Old Dominion Freight Line Inc,2022-02-02,2021-12-31,2.26,USD
ODP,ODP Corporation (The),2022-02-22,2021-12-31,0.49,USD
ODT,Odonate Therapeutics Inc,2022-02-21,2021-12-31,,USD
OEC,Orion Engineered Carbons S.A.,2022-02-16,2021-12-31,0.32,USD
OESX,Orion Energy Systems Inc,2022-02-09,2021-12-31,0.1,USD
OFC,Corporate Office Properties Trust,2022-02-02,2021-12-31,0.24,USD
OFG,OFG Bancorp,2022-01-24,2021-12-31,0.74,USD
OFIX,Orthofix Medical Inc,2022-02-24,2021-12-31,0.18,USD
OFLX,Omega Flex Inc,2022-02-09,2021-12-31,,USD
OGE,Oge Energy Corp,2022-02-23,2021-12-31,0.25,USD
OGGFF,OGGFF,2021-12-21,2021-10-31,,USD
OGI,OrganiGram Holdings Inc,2022-01-10,2021-11-30,,CAD
OGS,ONE Gas Inc,2022-02-23,2021-12-31,1.12,USD
OHI,Omega Healthcare Investors Inc,2022-02-02,2021-12-31,0.47,USD
OI,O-I Glass Inc,2022-02-01,2021-12-31,0.34,USD
OII,Oceaneering International Inc,2022-02-22,2021-12-31,0.02,USD
OIIM,O2 Micro International,2022-02-03,2021-12-31,0.06,USD
OIS,Oil States International Inc,2022-02-15,2021-12-31,-0.12,USD
OKE,Oneok Inc,2022-02-21,2021-12-31,0.92,USD
OKTA,Okta Inc - Class A,2021-12-01,2021-10-31,-0.24,USD
OLED,Universal Display Corp,2022-02-16,2021-12-31,0.99,USD
OLLI,Ollies Bargain Outlet Holdings Inc,2021-12-02,2021-10-31,0.47,USD
OLN,Olin Corp,2022-01-26,2021-12-31,2.38,USD
OMC,Omnicom Group Inc,2022-02-16,2021-12-31,1.74,USD
OMCL,Omnicell Inc,2022-01-31,2021-12-31,0.92,USD
OMF,OneMain Holdings Inc,2022-02-07,2021-12-31,2.33,USD
OMI,Owens & Minor Inc,2022-02-22,2021-12-31,0.7,USD
OMP,Oasis Midstream Partners LP,2022-02-22,2021-12-31,0.71,USD
ON,ON Semiconductor Corp,2022-01-31,2021-12-31,0.93,USD
ONB,Old National Bancorp,2022-01-17,2021-12-31,0.24,USD
ONE,OneSmart International Education Group Ltd,2022-02-21,2021-11-30,,USD
ONEM,1life Healthcare Inc,2022-02-23,2021-12-31,-0.5,USD
ONEW,Onewater Marine Inc - Class A,2022-02-02,2021-12-31,1.1,USD
ONEXF,ONEXF,2022-02-24,2021-12-31,,USD
ONTO,Onto Innovation Inc,2022-02-02,2021-12-31,1.1,USD
OOMA,Ooma Inc,2021-12-02,2021-10-31,0.09,USD
OONEF,OONEF,2022-01-12,2021-10-31,,CAD
OPBK,OP Bancorp,2022-01-26,2021-12-31,0.52,USD
OPI,Office Properties Income Trust,2022-02-16,2021-12-31,-0.25,USD
OPK,Opko Health Inc,2022-02-16,2021-12-31,-0.03,USD
OPOF,Old Point Financial Corp,2022-01-25,2021-12-31,,USD
OPRA,Opera Ltd,2022-02-23,2021-12-31,0.08,USD
OPRT,Oportun Financial Corp,2022-02-16,2021-12-31,0.7,USD
OPRX,OptimizeRx Corp,2022-02-22,2021-12-31,0.2,USD
OPSSF,OPSSF,2022-01-11,2021-11-30,,USD
OPTT,Ocean Power Technologies - Reg S,2021-12-14,2021-10-31,,USD
OPY,Oppenheimer Holdings Inc - Class A,2022-01-27,2021-12-31,,USD
OR,Osisko Gold Royalties Ltd,2022-02-22,2021-12-31,0.07,USD
ORA,Ormat Technologies Inc,2022-02-22,2021-12-31,0.46,USD
ORBC,ORBC,2022-02-22,2021-12-31,,USD
ORC,Orchid Island Capital Inc,2022-02-23,2021-12-31,0.23,USD
ORCC,Owl Rock Capital Corp,2022-02-21,2021-12-31,0.32,USD
ORCL,Oracle Corp,2021-12-08,2021-11-30,1.11,USD
ORI,Old Republic International Corp,2022-01-26,2021-12-31,0.7,USD
ORLY,O`Reilly Automotive Inc,2022-02-08,2021-12-31,5.94,USD
ORN,Orion Group Holdings Inc,2022-02-22,2021-12-31,-0.07,USD
OROXF,OROXF,2022-01-12,2021-11-30,,USD
ORRF,Orrstown Financial Services Inc,2022-01-18,2021-12-31,0.64,USD
ORTIF,ORTIF,2021-12-16,2021-10-31,,USD
ORVMF,ORVMF,2021-12-06,2021-09-30,,USD
ORVMF,ORVMF,2022-02-08,2021-12-31,,USD
OSBC,Old Second Bancorporation Inc,2022-01-25,2021-12-31,0.23,USD
OSIS,OSI Systems Inc,2022-01-26,2021-12-31,1.19,USD
OSK,Oshkosh Corp,2022-01-25,2021-12-31,0.26,USD
OSPN,OneSpan Inc,2022-02-21,2021-12-31,-0.08,USD
OSTK,Overstock.com Inc,2022-02-22,2021-12-31,0.5,USD
OTEX,Open Text Corp,2022-02-02,2021-12-31,0.89,USD
OTIC,Otonomy Inc,2022-02-09,2021-12-31,-0.17,USD
OTIS,Otis Worldwide Corp,2022-01-31,2021-12-31,0.68,USD
OTLK,Outlook Therapeutics Inc,2021-12-21,2021-09-30,-0.06,USD
OTLK,Outlook Therapeutics Inc,2022-02-14,2021-12-31,,USD
OTTR,Otter Tail Corporation,2022-02-14,2021-12-31,0.96,USD
OUT,Outfront Media Inc,2022-02-23,2021-12-31,0.25,USD
OVBC,Ohio Valley Banc Corp,2022-01-26,2021-12-31,,USD
OVLY,Oak Valley Bancorp,2022-01-19,2021-12-31,,USD
OVV,Ovintiv Inc,2022-02-15,2021-12-31,1.93,USD
OXLC,Oxford Lane Capital Corp,2022-01-31,2021-12-31,,USD
OXM,Oxford Industries Inc,2021-12-08,2021-11-30,0.29,USD
OXY,Occidental Petroleum Corp,2022-02-21,2021-12-31,1.09,USD
OYST,Oyster Point Pharma Inc,2022-02-16,2021-12-31,-1.38,USD
OZK,Bank OZK,2022-01-19,2021-12-31,0.98,USD
PAA,Plains All American Pipeline LP,2022-02-09,2021-12-31,0.27,USD
PAAS,Pan American Silver Corp,2022-02-15,2021-12-31,,USD
PACB,Pacific Biosciences of California Inc,2022-02-08,2021-12-31,-0.29,USD
PACW,Pacwest Bancorp,2022-01-18,2021-12-31,1.01,USD
PAG,Penske Automotive Group Inc,2022-02-08,2021-12-31,3.6,USD
PAHC,Phibro Animal Health Corp - Class A,2022-02-01,2021-12-31,0.33,USD
PANW,Palo Alto Networks Inc,2022-02-21,2022-01-31,1.64,USD
PARR,Par Pacific Holdings Inc,2022-02-22,2021-12-31,0.16,USD
PATK,Patrick Industries Inc,2022-02-09,2021-12-31,1.98,USD
PAYC,Paycom Software Inc,2022-02-08,2021-12-31,1.08,USD
PAYX,Paychex Inc,2021-12-21,2021-11-30,0.8,USD
PAZRF,PAZRF,2022-02-23,2021-12-31,,USD
PB,Prosperity Bancshares Inc,2022-01-25,2021-12-31,1.37,USD
PBA,Pembina Pipeline Corporation,2022-02-23,2021-12-31,0.51,USD
PBCT,People`s United Financial Inc,2022-01-19,2021-12-31,0.32,USD
PBF,PBF Energy Inc - Class A,2022-02-09,2021-12-31,-0.06,USD
PBFX,Pbf Logistics Lp,2022-02-09,2021-12-31,0.6,USD
PBH,Prestige Consumer Healthcare Inc,2022-02-02,2021-12-31,0.88,USD
PBHC,Pathfinder Bancorp Inc,2022-01-31,2021-12-31,,USD
PBI,Pitney Bowes Inc,2022-01-31,2021-12-31,0.11,USD
PBIP,Prudential Bancorp Inc,2022-01-20,2021-12-31,0.21,USD
PBYI,Puma Biotechnology Inc,2022-02-23,2021-12-31,-0.13,USD
PCAR,Paccar Inc,2022-01-24,2021-12-31,1.31,USD
PCB,PCB Bancorp.,2022-01-26,2021-12-31,0.63,USD
PCG,PG&E Corp,2022-02-23,2021-12-31,0.26,USD
PCH,PotlatchDeltic Corp,2022-01-31,2021-12-31,0.54,USD
PCLB,PCLB,2022-01-18,2021-12-31,,USD
PCLOF,PCLOF,2021-11-29,2021-09-30,,USD
PCRX,Pacira BioSciences Inc,2022-02-23,2021-12-31,0.89,USD
PCSB,PCSB Financial Corp,2022-01-26,2021-12-31,0.22,USD
PCSV,PCSV,2022-02-14,2021-12-31,,USD
PCTI,PCTEL Inc,2022-02-23,2021-12-31,0.08,USD
PCTY,Paylocity Holding Corp,2022-02-02,2021-12-31,0.4,USD
PCYG,Park City Group Inc,2022-02-14,2021-12-31,0.05,USD
PCYO,Pure Cycle Corp,2022-01-03,2021-11-30,,USD
PD,Pagerduty Inc,2021-12-07,2021-09-30,-0.09,USD
PDCE,PDC Energy Inc,2022-02-22,2021-12-31,2.63,USD
PDCO,Patterson Companies Inc,2021-12-01,2021-10-31,0.5,USD
PDEX,Pro-Dex Inc (co),2022-02-02,2021-12-31,0.28,USD
PDFS,PDF Solutions Inc,2022-02-16,2021-12-31,0.02,USD
PDM,Piedmont Office Realty Trust Inc - Class A,2022-02-08,2021-12-31,0.09,USD
PDPTF,PDPTF,2021-12-20,2021-11-30,,USD
PDS,Precision Drilling Corp,2022-02-08,2021-12-31,-1.29,USD
PEAK,Healthpeak Properties Inc,2022-02-07,2021-12-31,0.09,USD
PEB,Pebblebrook Hotel Trust,2022-02-21,2021-12-31,-0.36,USD
PEBO,Peoples Bancorp Inc (Marietta OH),2022-01-24,2021-12-31,0.69,USD
PEG,Public Service Enterprise Group Inc,2022-02-24,2021-12-31,0.67,USD
PEGA,Pegasystems Inc,2022-02-15,2021-12-31,0.12,USD
PEN,Penumbra Inc,2022-02-21,2021-12-31,0.22,USD
PENN,Penn National Gaming Inc,2022-02-02,2021-12-31,0.53,USD
PEP,PepsiCo Inc,2022-02-10,2021-12-31,1.51,USD
PERI,Perion Network Ltd,2022-02-07,2021-12-31,0.27,USD
PETQ,PetIQ Inc - Class A,2022-02-23,2021-12-31,0.03,USD
PETS,Petmed Express Inc,2022-01-17,2021-12-31,0.33,USD
PEYE,PEYE,2022-02-14,2021-12-31,,USD
PFBC,Preferred Bank,2022-01-24,2021-12-31,1.72,USD
PFBI,PFBI,2022-02-07,2021-12-31,,USD
PFBX,PFBX,2022-01-25,2021-12-31,,USD
PFC,Premier Financial Corp,2022-01-24,2021-12-31,0.76,USD
PFE,Pfizer Inc,2022-01-31,2021-12-31,0.88,USD
PFG,Principal Financial Group Inc,2022-01-26,2021-12-31,1.61,USD
PFGC,Performance Food Group Company,2022-02-01,2021-12-31,0.5,USD
PFIS,Peoples Financial Services Corp,2022-01-31,2021-12-31,,USD
PFLC,PFLC,2022-01-24,2021-12-31,,USD
PFLT,PennantPark Floating Rate Capital Ltd,2022-02-07,2021-12-31,0.27,USD
PFPT,PFPT,2022-02-02,2021-12-31,,USD
PFS,Provident Financial Services Inc,2022-01-27,2021-12-31,0.47,USD
PFSI,PennyMac Financial Services Inc,2022-02-02,2021-12-31,3.62,USD
PFX,PhenixFIN Corp,2021-12-09,2021-09-30,0.05,USD
PFX,PhenixFIN Corp,2022-02-14,2021-12-31,,USD
PFX_OLD2,PFX_OLD2,2021-12-09,2021-09-30,,USD
PG,Procter & Gamble Company,2022-01-18,2021-12-31,1.66,USD
PGC,Peapack-Gladstone Financial Corp,2022-01-31,2021-12-31,0.78,USD
PGNY,Progyny Inc,2022-02-22,2021-12-31,0.04,USD
PGR,Progressive Corp,2022-01-25,2021-12-31,0.81,USD
PGRE,Paramount Group Inc,2022-02-08,2021-12-31,-0.02,USD
PGTI,PGT Innovations Inc,2022-02-22,2021-12-31,0.29,USD
PH,Parker-Hannifin Corp,2022-02-03,2021-12-31,3.88,USD
PHM,PulteGroup Inc,2022-01-26,2021-12-31,2.33,USD
PHR,Phreesia Inc,2021-12-08,2021-10-31,-0.38,USD
PHX,PHX Minerals Inc - Class A,2021-12-13,2021-09-30,0.07,USD
PHX,PHX Minerals Inc - Class A,2022-02-07,2021-12-31,,USD
PHXHF,PHXHF,2022-02-22,2021-12-31,,USD
PI,Impinj Inc,2022-02-08,2021-12-31,-0.02,USD
PII,Polaris Inc,2022-01-24,2021-12-31,2.02,USD
PINC,Premier Inc - Class A,2022-01-31,2021-12-31,0.65,USD
PINE,Alpine Income Property Trust Inc,2022-02-09,2021-12-31,0.01,USD
PING,Ping Identity Holding Corp,2022-02-22,2021-12-31,0.01,USD
PINS,Pinterest Inc - Class A,2022-02-02,2021-12-31,0.46,USD
PIPR,Piper Sandler Co`s,2022-02-02,2021-12-31,5.03,USD
PJT,PJT Partners Inc - Class A,2022-01-31,2021-12-31,1.7,USD
